name,id_original
Gabriele Polverosi,49634
Agnieszka Holland,267795
Michel Amathieu,267795
Jon Hall,69780
Alfred E. Green,91456
Joona Tena,89670
Takashi Miike,120852
Shintarô Katsu,54306
Fujio Morita,54306
Nat Hiken,40721
Jack Webb,96912
Joe Swanberg,205225
Adam Pinney,205225
Kimiyoshi Yasuda,54307
Chikashi Makiura,54307
Masao Kobayashi,54307
Carlos Marques-Marcet,253251
Dagmar Weaver-Madsen,253251
Delmer Daves,179085
Robert Burks,179085
William Kissell,179085
Ryan Murphy,113833
Jack Gold,91471
Teruo Ishii,113154
Akira Miwa,113154
Takashi Watanabe,113154
Nagayoshi Akasaka,113154
John Pilger,238006
Norm Li,210947
Derek Lee,210947
Clif Prowse,210947
James Franco,158936
Travis Mathews,158936
Darin Scott,138544
David Andalman,158864
Ian Bloom,158864
Derek Cole,214990
Peter Hyams,174162
Rafael Corkidi,95551
Juan López Moctezuma,95551
George Schaefer,121890
Jack Aldworth,121890
Ed Ledding,121890
Paul Lohmann,121890
Erik Skjoldbjærg,55335
David Hare,260202
Thomas Townend,260202
David Hare,260339
Thomas Townend,260339
Rob Kuhns,171795
Benny Chan,49514
Anthony Pun,49514
Jan Ruzicka,272543
Jörg Widmer,272543
Bill Duke,213270
D. Channsin Berry,213270
Ernesto Martín,173151
Frank Coraci,232672
John Carney,198277
Yaron Orbach,198277
Philip Lott,253270
Jen McGowan,253270
Brent Hodge,276122
Mary Lambert,56171
Mike Mendez,166822
Benji Bakshi,166822
Joshua Lou Friedman,166822
Gregory Ratoff,75950
Paul Bogart,462788
Mary Harron,204784
Michael Simmonds,204784
Josh Greenbaum,169864
Lotfy Nathan,169853
Rudolph Maté,147726
George Marshall,147726
Booth McCracken,147726
Charles Rosher Jr.,65603
Arthur Hiller,65603
David Lowell Rich,33543
Carl Reiner,47901
Victor J. Kemper,47901
Robert Stromberg,102651
Cedric Nicolas-Troyan,102651
Dean Semler,102651
Marcel Zyskind,192149
Hossein Amini,192149
Patrick Rolfe,192149
Jordan Rubin,254474
Jonathan Hall,254474
Mervyn LeRoy,148021
Joe D'Amato,5421
Joe D'Amato,5421
Luciano Saber,268823
Adam Rogers,194722
Emmanuel Kadosh,194722
Douglas Horn,58832
Constantina Voulgaris,183336
Gordon Willis,92269
Irvin Kershner,92269
Richard Donner,77925
Walter Lassally,77925
Russ Meyer,5157
Russ Meyer,5157
David Butler,118283
Ted D. McCord,118283
Carl E. Guthrie,176670
Richard L. Bare,176670
William A. Wellman,46615
Sam Hoare,190950
Vincent Sherman,32929
Carl E. Guthrie,32929
Jean Becker,133827
Brandon Vietti,258893
Jean-Marie Dreujou,137698
Alejandro Jodorowsky,137698
Joel Hopkins,209249
Michael Switzer,99312
Seth MacFarlane,188161
Michael Barrett,188161
John L. Russell,109133
Roger Kay,109133
Marco Ferreri,42200
Anthony Pun,31185
Christina Yao,31185
Jason M. Fitzpatrick,252147
Ric Serena,252147
Matt Mahurin,51069
Doug Liman,137113
Dion Beebe,137113
Will Coubrough,137113
Jordana Finkel,137113
Robert Hochstoeger,137113
Jeffrey D. Simon,137113
Hayley Easton Street,137113
Neil Lamont,137113
Pantelis Voulgaris,228339
Simos Sarketzis,228339
Philippe de Chauveron,262391
Vincent Mathias,262391
Jacques Demy,185949
Al Reinert,173192
Levie Isaacks,173192
Rudolph Maté,60643
W. Howard Greene,60643
Burnett Guffey,60643
Mandy Walker,203819
John Curran,203819
Robert Elswit,177677
Christopher McQuarrie,177677
Paul Inglis,177677
Robert Hochstoeger,177677
Charles Leatherland,177677
Quinn Robinson,177677
Rachid Quiat,177677
Nick Willing,106938
Christian T. Petersen,20880
Peter R. Hunt,64923
Sam Wanamaker,75130
Craig Gillespie,198185
Michael Doneger,255497
Darren Stein,174323
Jonathan Hall,174323
Jesús Franco,39567
Peter Baumgartner,39567
Peter Spoerri,39567
Alison Murray,281908
Igor Martinović,173908
Laurie Collyer,173908
Shaul Schwarz,159012
Wong Ching-Po,248376
John Ridley,192133
Ghislain Cloquet,62876
Jean Becker,62876
Jean Becker,54544
Gilbert Cates,181753
Craig Moss,255268
Kurt Neumann,256118
Richard Brooks,91245
John Alton,91245
Simon Davidson,79778
Vlad Yudin,207021
Brian G. Hutton,120653
David Tattersall,82657
Takashi Shimizu,82657
Christopher Hatton,185471
Leonard Smith,42886
Edward Buzzell,42886
Mark Harris,245175
Alan J. Pakula,46941
Don Sellers,160008
Irv Drasnin,160008
Joe Piscatella,267752
Dheeraj Akolkar,136786
Assi Dayan,234154
Dimitri Buchowetzki,175339
Arpad Viragh,175339
Mark Mori,220494
Clive Donner,163376
Ernest Laszlo,163376
James Kirkwood,92349
Hong Khaou,248212
Emilio Aragón,248688
David Omedes,248688
Fred Zinnemann,217948
Walter Strenge,4926
Andrew L. Stone,4926
Josh Boone,222935
Ben Richardson,222935
Don McKellar,209185
Douglas Koch,209185
Jonathan Hensleigh,40458
Josh C. Waller,174682
Dylan O'Brien,174682
Kasi Lemmons,175541
Anastas N. Michos,175541
Giorgio Serafini,220820
Shawn Sourgose,220820
Marco Cappetta,220820
Allison Arachea,220820
Jacques Terblanche,220820
Toshiyuki Hiruma,105875
Henry Miller,79906
Hélène Giraud,140870
Thomas Szabo,140870
Billy Bob Thornton,94671
Barry Markowitz,94671
Nicole LeBlanc,94671
John Brahm,40485
Lloyd Ahern,40485
Edmond T. Gréville,93057
Fred F. Sears,106042
Phil Flores,128841
Mitchell Altieri,128841
Byron Howard,82881
Nathan Greno,82881
Francisco Franco,202238
William Castle,61221
Gordon Avil,61221
George Sherman,44631
Russell Metty,44631
George B. Seitz,43808
Russell Metty,104556
Lew Landers,104556
Willy Hameister,131366
Paul Leni,131366
Karl Hasselmann,131366
Leopold Jessner,131366
Lamont Johnson,50379
Bruno Dumont,110428
Guillaume Deffontaines,110428
Michael Roemer,41943
Hiroyuki Okiura,100271
Masashi Ando,100271
Kouji Tanaka,100271
David Cronenberg,157851
Peter Suschitzky,157851
Sandra Nettelbeck,1731
Olivier Van Hoofstadt,15942
Wolfgang Murnberger,78463
Ralph Nelson,68247
Álex Phillips Jr.,68247
Reginald H. Morris,41415
George McCowan,41415
Ben Cotner,250651
Ryan White,250651
Denis Hennelly,201066
Jeff Bollman,201066
Darren Paul Fisher,218425
James Watson,218425
Tom Vaughan,93837
Óscar Faura,227700
Jorge Dorado,227700
Gregory Kohn,83406
James Seale,208182
Michael Rosenbaum,228028
Hiner Saleem,126676
Jared Cohn,114574
Phil Lord,187017
Christopher Miller,187017
Barry Peterson,187017
Paolo Virzì,244088
Mauro Fiore,156022
Antoine Fuqua,156022
Reed Morano,84201
So Yong Kim,84201
Dean DeBlois,82702
Lawrie Brewster,228915
Gavin Robertson,228915
Volker Schlöndorff,102272
Didier Bourdon,38195
Alejandro González Iñárritu,194662
Emmanuel Lubezki,194662
David Meyer,194662
Chris Shriver,194662
Andrucha Waddington,48573
Connie Stevens,50028
Jean-Marc Barr,112160
Pascal Arnold,112160
Thomas Carr,275573
Terence Fisher,38962
Douglas Hickox,226630
Patrick Hasson,254126
Juan Carlos Saizarbitoria,254126
Gustav Machatý,240594
Malcolm St. Clair,240594
Otto Preminger,78355
Frank Perry,84796
Muriel Coulin,87368
Delphine Coulin,87368
Jean-Louis Vialard,87368
Josh Stolberg,209780
Michael Fimognari,209780
Doug Hamilton,177703
Dan Krauss,177703
Daniel Gillies,250605
Marc Levin,213342
Matt Johnson,159770
Alan Cooke,119575
Joseph F. Biroc,172475
Leslie H. Martinson,172475
Simon Wincer,86283
Vincent Monton,86283
Sam Leavitt,28497
William Conrad,28497
Larisa Shepitko,146521
Andrey Smirnov,146521
Pavel Lebeshev,146521
Dmitri Korzhikhin,146521
George Schlatter,91722
Frank Launder,28006
Wilkie Cooper,28006
Marcel Rasquin,51976
Charlie Paul,140456
Mac Carter,146243
Adam Marsden,146243
Robert Muratore,250577
Alexandre O. Philippe,250577
Glenn Gaylord,159701
John Wilcox,26480
Roy Ward Baker,26480
Chang Cheh,26480
Roy Ford,26480
Zhang Yimou,259943
Richard Linklater,85350
Lee Daniel,85350
Shane F. Kelly,85350
Vincent Palmo Jr.,85350
Karen Moncrieff,253279
Antonio Calvache,253279
Martin Persson,256593
Ryan Little,133558
Ellsworth Fredericks,86297
Joshua Logan,86297
Tim Story,184098
Christopher Duskin,184098
Edward Cronjager,43868
Sidney Lanfield,43868
Robert H. Planck,43868
J.B. Rogers,31880
Tom Priestley Jr.,31880
Clint Eastwood,209451
Tom Stern,209451
Christopher Ball,77444
Evan Kelly,77444
Matt Likely,77444
Rod Hardy,27460
John Gilling,58733
Andreas Öhman,139575
Frank Tashlin,44769
Brian Knappenberger,250658
Brian Knappenberger,250658
Lincoln Else,250658
Scott Sinkler,250658
Freida Lee Mock,159137
Perttu Leppä,90829
Friðrik Þór Friðriksson,140783
Doug Block,262390
Francesco Maselli,110823
Alfio Contini,110823
Carol Reed,151431
Edward Scaife,151431
John Bremer,151431
Nicholas Ray,84364
George E. Diskant,84364
René Clément,140825
Michael Bay,91314
Mark W. Mansbridge,91314
Amir Mokri,91314
Ragnar Bragason,215042
Lou Lombardo,242102
David Tringham,242102
Keith Pepper,242102
Brian West,242102
Russell Carpenter,74629
Christopher Guest,74629
Eldar Rapaport,86549
Don Sharp,50761
Irving Cummings,72473
John A. Alonzo,259975
John A. Alonzo,259975
Charlie Siskel,169607
John Maloof,169607
Władysław Pasikowski,204968
Magdalena Górka,204968
Brice Mack,66762
Stanley M. Brooks,206192
Stéphanie Anne Weber Biron,206192
Ivan Frank,21798
Maurice Elvey,89187
Lenny Abrahamson,171372
James Mather,171372
Dag Johan Haugerud,133411
Kim Hiorthøy,133411
Tim Hamilton,13167
N.C. Heikin,295958
Nana Ekvtimishvili,176403
Simon Groß,176403
Oleg Mutu,176403
Naomi Foner Gyllenhaal,70706
Bobby Bukowski,70706
Stephen Poliakoff,43741
William Girdler,64976
Robert Sorrentino,64976
Franco Prosperi,80653
Guglielmo Mancori,80653
Mickalene Thomas,288162
David Wain,180296
Tom Houghton,180296
Antony Thomas,248888
Valeria Golino,186988
Clarence Brown,212899
Oliver T. Marsh,212899
Douglas Shearer,212899
Roberts Gannaway,218836
Robert Hartford-Davis,100088
Richard H. Kline,100088
Fernando Di Leo,127091
Godfrey Grayson,88061
Chiemi Karasawa,174319
Paul Ivano,120673
King Vidor,120673
David Attwood,50032
Gareth Maxwell Roberts,79255
David Murphy,72951
Ben Kellett,262340
Martin Hawkins,262340
Patrick Conroy,262340
Richard C. Sarafian,118887
Arthur Lubin,43387
Eric Kissack,278878
Jason Osder,174352
Russ T. Alsobrook,226486
Ben Falcone,226486
Kundan Shah,15419
John Alan Simon,139406
Gérard Blain,219823
Gérard Blain,264723
Keiichi Hara,64246
Jennifer Kent,242224
Radek Ladczuk,242224
Juan Piquer Simón,28440
Andrés Berenguer,28440
Joshua Zeman,279661
Rachel Mills,279661
Roy William Neill,29126
Joseph H. August,29126
Hiroshi Ando,99647
Jeong-Kuk Lee,108636
William Keighley,114838
Kornél Mundruczó,267999
Marcell Rév,267999
Sharone Meir,244786
Damien Chazelle,244786
Nicolas Duchemin Harvard,244786
Freddie Young,213635
Guy Green,213635
David Fincher,210577
Jeff Cronenweth,210577
Cara Brower,210577
Mark Robert Taylor,210577
Sue Chan,210577
Courtenay Miles,210577
Dax Shepard,48375
David Palmer,48375
Paul Mazursky,92323
Phil Alden Robinson,152790
John Bailey,152790
Steve James,250766
Dana Kupper,250766
Mika Kaurismäki,88059
Hunter Weeks,49445
Maryse Alberti,250705
Alex Gibney,250705
Mahesh Bhatt,159090
Brandon Cox,257974
Kenn MacRae,257974
Paul Osborne,184866
Burt Brinckerhoff,104528
Mariano Ozores,204007
Søren Balle,252200
Martin Munch,252200
David Lowell Rich,121401
Ellsworth Fredericks,121401
Russell Metty,121401
Michele Massimo Tarantini,86640
Edson Batista,86640
Elia Suleiman,49104
Michael Seresin,119450
Naaman Marshall,119450
Matt Reeves,119450
Nick S. Cross,119450
Tom Meade,119450
Shaun Friedberg,119450
Derrick Auyoung,119450
Robert S. Hurlburt,119450
Leon Woud,119450
Fabiano Petroni,119450
Keith Lackey,119450
Derek Yee Tung-Sing,83721
Gerald Hirschfeld,32053
Robert Clouse,32053
Anubhav Sinha,41517
Kurando Mitsutake,258750
Toshiyuki Imai,258750
Gérard Blain,108574
Gérard Blain,335340
Emmanuel Machuel,335340
David Oliveras,26823
Chapman Way,250700
Maclain Way,250700
Ryûhei Kitamura,123109
Daniel Pearl,123109
Marc H. Simon,89873
Lesley Selander,129974
Russell Harlan,129974
Cameron Casey,102668
Christopher Gosch,102668
Nick Lyon,169298
Carmen Cabana,169298
Joseph F. Biroc,128437
R.G. Springsteen,128437
Petra Epperlein,39155
Michael Tucker,39155
Alexandros Avranas,211052
Olympia Mytilinaiou,211052
Daphne Koutra,211052
William Dieterle,109716
Frank Tashlin,101281
Daniel L. Fapp,101281
Roger Corman,29058
David Kramarsky,29058
Donald Myers,29058
Everett Baker,29058
Burnett Guffey,80264
Jack Garfein,80264
Gérard Blain,198453
Bethel Buckalew,84801
Ted Kotcheff,32143
Brian West,32143
Leon Shamroy,43499
William A. Wellman,43499
Scott Derrickson,184346
Katya Blumenberg,184346
Ruth Falco,184346
Marie Lynn Wagner,184346
Joan Carr-Wiggin,168426
Garrett Batty,224076
Tim Wolochatiuk,121135
Rolf de Heer,265349
Brian Herzlinger,209920
Niall MacCormick,85788
Rob Reiner,253235
Reed Morano,253235
Masayuki Ochiai,259233
Jordan Barker,227877
Craig Monahan,254143
James Huth,44588
Dan Beers,253310
Jimmy Lindsey,253310
Ed Hunt,40222
Gilles Corbeil,40222
Thomas S. Alderman,106402
Edo Tagliavini,73250
Timo Rose,206574
Andreas Schnaas,206574
Bob Misiorowski,71704
Noel Tan,262267
Bryan Sales,262267
Jean Painlevé,148243
Tim Suhrstedt,225886
Jake Kasdan,225886
Casper Andreas,105789
Rainer Erler,64627
Rodney Gibbons,98094
George Mihalka,98094
Lee H. Katzin,101308
Lester Shorr,101308
Bernard McEveety,101308
James Erskine,65096
Danny McCullough,65096
Mike Cahill,244267
Markus Förderer,244267
Willy Friedman,244267
Hideaki Anno,30146
Jang Hoon,79553
Woo-hyung Kim,79553
Nathan Clarke,238067
Paolo Sorrentino,53482
James DeMonaco,238636
Jacques Jouffret,238636
William K. Howard,146919
Norman Taurog,43257
William E. Snyder,43257
Ralph Smart,89551
George Heath,89551
Fred Schepisi,214075
Ian Baker,214075
James Gunn,118340
Ben Davis,118340
Stephen Swain,118340
Jim Barr,118340
Peter Dorme,118340
Oliver Goodier,118340
Harold Rosson,132263
René Clair,132263
Albert Valentin,132263
Imlay Watts,132263
Liz Garbus,63358
John Lafia,53870
Hélène Cattet,208284
Bruno Forzani,208284
William Eubank,242095
David Lanzenberg,242095
Jordan Nieuwland,242095
Walter Carvalho,74294
Laís Bodanzky,74294
D. Ross Lederman,99324
Robert Burks,121234
Walter Lang,121234
Justin Meeks,145668
Duane Graves,145668
Arthur Allan Seidelman,298158
Ken Loach,262958
Jeremy M. Inman,200051
Bobcat Goldthwait,185460
Evan Phelan,185460
Patrick Hughes,138103
Peter Menzies Jr.,138103
Stefan Manchev,138103
Yossif Mladenov,138103
Simeon Asenov,138103
Tom Brown,138103
Ali Zafar,250551
Sanjay Leela Bhansali,235984
Mohit Suri,276935
Anurag Basu,37737
Dante Spinotti,184315
Brett Ratner,184315
Jason Knox-Johnston,184315
Annamária Orosz,184315
Eric Idle,282268
Aubrey Powell,282268
Brett Turnbull,282268
Sophia Turkiewicz,279414
Frank Piasechi Poulsen,79773
Daniel Patrick Carbone,163710
Wolfgang Thaler,150897
Edward Lachman,150897
Ulrich Seidl,150897
Benoît Jacquot,44527
Oxide Pang Chun,56329
Benoît Delhomme,157849
Anton Corbijn,157849
George B. Seitz,47401
David Sparkes,159667
Sara St. Onge,159667
Catherine Lutes,159667
Robert Glover,159667
Mong Tho Mach,159667
Mong Tho Mach,159667
Zach Braff,231576
Lawrence Sher,231576
Kei Kumai,12470
Mitsuji Kanau,12470
William Dieterle,158219
Robert Lach,158219
Edward Bernds,87966
Brydon Baker,87966
Roscoe 'Fatty' Arbuckle,38691
George Peters,38691
Fred C. Newmeyer,44405
John Sayles,172542
Kat Westergaard,172542
Pier Giuseppe Murgia,46853
Jas Shelton,156713
Kyle Patrick Alvarez,156713
Kenny Young,114577
Fabio Cianchetti,34469
Uli Edel,34469
Marc Erlbaum,70005
Lucien N. Andriot,168031
Edward H. Griffith,168031
Ryan Combs,44752
Anton King,113091
Sherry Hormann,136616
León Klimovsky,29313
Manuel Hernández Sanjuán,29313
Nils Malmros,191293
Jan Weincke,191293
Miguel Hermoso,162372
Daniel Sánchez Arévalo,215848
Lew Landers,109913
Gordon Douglas,108003
James Parrott,50916
Ennio Guarnieri,54013
Giulio Paradisi,54013
Lucien Ballard,25722
John Farrow,25722
Curtis Petersen,40990
Paul Lynch,40990
Olle Hellbom,21393
Rune Ericson,21393
Catti Edfeldt,21393
John Butler,215962
Julie Davis,31896
Peter Werner,70476
Émile Gaudreault,26566
Gérard Simon,60106
Laurent Bénégui,60106
Gustavo Cova,35837
Louis Lumière,82120
Richard Gabai,27906
Kat Candler,244536
Brett Pawlak,244536
Michael Winterbottom,242088
Jan Švankmajer,60316
Gilles Henry,199977
Diane Kurys,199977
Maxime Alexandre,238603
Dave Green,238603
Zachary Fannin,238603
Georg Maas,149893
Jérôme Salle,57331
Denis Rouden,57331
G.W. Pabst,80705
Charles Métain,80705
Fritz Arno Wagner,80705
Hillary Spera,169760
Jillian Schlesinger,169760
Kate Logan,262904
Aku Louhimies,161056
Mika Orasmaa,161056
Trish Sie,243683
William Beaudine,118953
Bruno VeSota,46076
Lothrop B. Worth,63333
Herbert L. Strock,63333
Jeremy Snead,269100
Christopher Riley,276621
Kent Jones,116495
Bobby Shepard,116495
Henri Cartier-Bresson,438144
Herbert Kline,438144
Kevin O'Neill,284711
Hernan Herrera,284711
Ernest Haller,53865
Michael Curtiz,53865
Charlie Chaplin,53425
David Gurfinkel,27270
David Engelbach,27270
André Cayatte,204213
George B. Seitz,92848
Ken Kwapis,63334
Edward J. Pei,63334
Jeff Baena,244566
Jay Hunter,244566
Leni Riefenstahl,7983
Harald Reinl,7983
Albert Benitz,7983
James Savoca,69325
Charles F. Wheeler,50372
Seymour Robbie,50372
Matthew Saville,209269
Mark Wareham,209269
Natasha Braier,157845
David Michôd,157845
John Dower,261813
Samuel Fuller,4992
Raúl Martínez Solares,4992
Olivier Baroux,44155
Tate Taylor,239566
Stephen Goldblatt,239566
Barry Avrich,192143
Paul Crowder,217316
Won Shin-Yeon,242454
Lee Sung-je,242454
Armen Evrensel,167948
Allison Berg,212849
François Keraudren,212849
Frank Powell,38730
Roy L. McCardell,38730
Woody Allen,229297
Darius Khondji,229297
Claude Miller,61991
Dan Curtis,61050
Arthur Hiller,36964
Don Sharp,60287
William Girdler,78075
William L. Asman,78075
Kat Coiro,139997
Doug Chamberlain,139997
Nuri Bilge Ceylan,265169
Gökhan Tiryaki,265169
Emel Erden,265169
Jason DaSilva,159160
Edward Sedgwick,53576
Hans Petter Moland,252822
Philip Øgaard,252822
Gerard Johnstone,253306
Simon Riera,253306
Rémi Bezançon,94196
Jean-Christophe Lie,94196
Adeline Bonacchi,94196
Didier Tronchet,64934
Michael Armstrong,84986
Stanley A. Long,84986
Yves Robert,18628
Lasse Hallström,228194
Ethan Spaulding,242643
Jay Oliva,242643
Quentin Lee,192623
Jeremy Grant,133786
Henry King,117959
Joseph H. Lewis,30195
Paul Vogel,30195
Harold Lipstein,151310
Sam Wood,151310
Ho Meng-Hua,107891
Hitoshi Matsumoto,193722
Kazunari Tanaka,193722
René Verzier,67822
Peter Carter,67822
Grace Lee,201361
Ho Meng-Hua,107828
Vittorio Storaro,42676
Luigi Bazzoni,42676
Zachary Donohue,244610
Bernard Hunt,244610
Yaron Scharf,261825
Talya Lavie,261825
Richard Loncraine,120212
Victor Saville,161602
Reed Morano,106337
Jay Gammill,106337
John Mackenzie,47517
John Toll,76757
Lilly Wachowski,76757
Lana Wachowski,76757
Charlie Revai,76757
Gary Jopling,76757
Ashley Winter,76757
Jonathan Liebesman,98566
Lula Carvalho,98566
Richie Mehta,273404
Tico Poulakakis,273404
Natalia Meta,296778
Ron Chapman,254446
James Keach,56085
Raymond De Felitta,243935
Satyajit Ray,112999
Sylvain Chomet,48347
John V. Soto,137876
Jason Thomas,137876
Phillip Noyce,227156
Ross Emery,227156
Carlos Bolado,62045
Jenée LaMarque,174337
Polly Morgan,174337
Andrew Lau,286709
Andrew Loo,286709
Martin Ahlgren,286709
Stephen Fell,53544
Will Thompson,53544
William Nigh,59701
C.W. Cressler,210739
Mark Lewis,54487
Jeanne Jordan,81543
Steven Ascher,81543
Eric Idle,143295
Aubrey Powell,143295
Joseph Ruttenberg,42825
Jack Conway,42825
William H. Daniels,53860
James Wong Howe,53860
Sam Wood,53860
William K. Howard,53860
Dolph Zimmer,53860
Nicholas Mastandrea,193893
Daryn Okada,193893
Luke Greenfield,193893
I. Robert Levy,5800
Craig Greene,5800
Diablo Cody,152756
Niko von Glasow,240679
Brad Bernstein,124069
Henry Koster,64129
Lee Garmes,64129
Adam Bernstein,30057
John Flansburgh,30057
John Korty,57868
Burt Topper,42796
Jacques R. Marquette,42796
Larisa Shepitko,146428
Igor Kalenov,25032
Michael Gordon,37352
Ask Hasselbalch,198436
Ask Hasselbalch,314285
Shinji Aramaki,269650
Mark Mann,124972
Gerald Thomas,22937
Robert Enrico,74767
Frédéric Schoendoerffer,69225
Fred F. Sears,292893
Huck Botko,258805
Arthur Dreifuss,108010
André Hunebelle,56268
Damon Beesley,242022
Iain Morris,242022
Ben Wheeler,242022
Robert Harmon,22555
Rene Ohashi,22555
Libby Hodgson,22555
Eric Valette,36138
Gianni Amelio,85547
Yves Cape,85547
Med Hondo,162532
Jean-Noël Ferragut,178606
Gaston Kaboré,178606
James Hill,56354
Bob Clark,71320
Bob Clark,81828
Ben Demaree,275619
James Kondelik,275619
Minoru Miki,43877
Kenji Mizoguchi,43877
James Ivory,112087
Walter Lassally,112087
Ray Nazarro ,292294
Ti West,211067
Eric Robbins,211067
Duane Adler,212769
Robert Rodriguez,189
Robert Rodriguez,189
Frank Miller,189
Kyle Jefferson,189
Jelmer Boskma,189
Ellie Kanner,255491
Edward Scaife,272261
Arthur Dreifuss,272261
Chadd Harbold,213417
Charles Lederer,65210
Charles Lawton Jr.,65210
Harry Stradling Sr.,65210
John de Borman,249164
R.J. Cutler,249164
Kevin Dunn,33209
Jack Lee,257377
Moustapha Akkad,86997
Jack Hildyard,86997
Alex Segal,122698
Delbert Mann,358199
Risto Jarva,290274
Andrea Blaugrund,75785
Hisao Kurosawa,123561
Fu Shen,95372
Ivan Kavanagh,265010
Piers McGrail,265010
Kelly Reichardt,157823
Christopher Blauvelt,157823
Burnett Guffey,31937
Gordon Flemyng,31937
Ela Thier,176069
Joseph Losey,85765
Douglas Slocombe,85765
Axel Petersén,82760
Richard Fleischer,44022
Gordon Douglas,32142
Joe Halderman,360380
Zack Parker,211065
Jim Timperman,211065
Eliseo Subiela,297677
Sergey Bondarchuk,198460
Claude Lelouch,76329
Jean Collomb,76329
Matthew Weiner,209244
Christopher Manley,209244
John Feldman,41810
Edward L. Cahn,203245
Abel Ferrara,197696
Ken Kelsch,197696
Luc Dardenne,221902
Jean-Pierre Dardenne,221902
Alain Marcoen,221902
Caroline Tambour,221902
Aleksi Mäkelä,257668
Maurice Elvey,29705
Tolga Örnek,60228
Burak Kanbir,60228
David F. Sandberg,259761
T.L.P. Swicegood,56702
Andrew Janczak,56702
Michael Evans,297167
James B. Brown,288427
George C. Stoney,288427
Dušan Hanák,245184
Jozef Ort-Šnep,245184
Alojz Hanúsek,245184
Ron Ormond,83310
Tony Palmer,98355
James Ward Byrkit,220289
Nic Sadler,220289
Jack Conway,202125
Gary Lundgren,262357
Patrick Neary,262357
Phil Rosen,38467
Rob Meyer,174326
Tom Richmond,174326
Nino Gaetano Martinetti,91207
Paul Cox,91207
George J. Folsey,127812
George Fitzmaurice,127812
Juhn Jai-hong,25747
Nicholas DiBella,180856
Sebastian del Amo,261101
Grégory Levasseur,282813
Laurent Tangy,282813
Heidi El Ayoubi,282813
Eduardo Sánchez,124470
John W. Rutland,124470
George P. Gakoumis Jr.,124470
Kate Davis,39398
David Heilbroner,39398
Franco Sacchi,39398
Eric Alan Edwards,209189
Daniel Schechter,209189
John Stockwell,273621
John Erick Dowdle,256274
Frédéric Cambon,256274
Augustin Collet,256274
Léo Hinstin,256274
William Pruss,256274
Ray Milland,89092
Sut Jhally,64973
Syllas Tzoumerkas,285692
Pantelis Mantzanas,285692
Phil Rosen,38462
William Beaudine,40951
Irving Cummings,47571
Mike Eschmann,74950
Ted D. McCord,252956
D. Ross Lederman,252956
Charlie McDowell,242090
Doug Emmett,242090
Matt Bissonnette,46737
Marco van Geffen,119700
Drew Tobia,189277
Sut Jhally,281468
Sut Jhally,135800
Sut Jhally,64683
Pen-Ek Ratanaruang,88573
Chankit Chamnivikaipong,88573
Daniel Monzón,247182
Cody Calahan,207780
Leopold Grün,2692
Sut Jhally,254775
Adam Wingard,241848
Robby Baumgartner,241848
D.A. Pennebaker,187458
Chris Hegedus,187458
Erez Laufer,187458
Zach Lipovsky,126172
Jennifer M. Kroot,250777
Christopher Million,250777
Bruce Pittman,402857
Michael Storey,402857
James D. Rolfe,94590
Kevin Finn,94590
Lasse Hallström,76846
Charles Lang,242683
George Cukor,242683
Robert Marcarelli,98250
Satyajit Ray,198567
Enid Zentelis,174314
Daniel Sharnoff,174314
Jack Hildyard,40218
Paul Annett,40218
Paul Stekler,173300
Louis Alvarez,173300
Andy Kolker,173300
Peter Odabashian,173300
Alan Zweig,116569
Stanley Kramer,147106
Robert Surtees,147106
Harvey Hart,56364
Peter W. Kunhardt,285597
Walter Doniger,117969
Ted Tetzlaff,49503
Robert De Grasse,49503
Robert Z. Leonard,203024
J. Peverell Marley,203024
Richard C. Kratina,201283
Gordon Parks Jr.,201283
Louis Malle,177335
Ted Tetzlaff,242131
Edward Buzzell,242131
Sam Nelson,242131
Roy Del Ruth,118245
Chandler Tuttle,35568
Austin Schmidt,35568
Oliver Stone,329227
Lasse Hallström,76047
Roland Lundin,76047
David Lipke,291162
Chris Terry,291162
Arthur Hammond,285946
Marcel Le Picard,285946
Robert Emmett Tansey,285946
William Nigh,242475
Rowland V. Lee,286402
J. Peverell Marley,286402
Ben Silvey,286402
Davis Doi,57277
Larry Houston,57277
Arthur Ibbetson,107146
Peter Collinson,107146
Isao Takahata,52686
Yasuo Ôtsuka,52686
Nikita Mikhalkov,124295
Vadim Alisov,124295
Elizbar Karavayev,124295
Pavel Lebeshev,124295
Vadim Yusov,124295
Jean-Pierre Jeunet,47860
Talal Derki,238561
Rowan Joffe,204922
Ben Davis,204922
Mark Raggett,204922
John Wellington Ennis,288916
John Pilger,267539
James Manera,199933
Gale Tattersall,199933
Veit Harlan,212530
Joseph LaShelle,216859
Joseph Anthony,216859
Matthew Warchus,234200
Tat Radcliffe,234200
Steven Quale,216282
Brian Pearson,216282
Vanessa Cheung,216282
Jason Stone,283384
David Robert Jones,283384
Rebecca Zhao,283384
Pierre Ouellet,283384
Peter Engert,188839
Scott Winig,188839
Paul Haggis,192145
Luca Tranchino,192145
Gianfilippo Corticelli,192145
Briseide Siciliano,192145
Gianpaolo Rifino,192145
Leigh Janiak,254191
Kyle Klutz,254191
Lance Acord,244517
John Slattery,244517
William Dieterle,80853
Michaël R. Roskam,154400
Nicolas Karakatsanis,154400
Dan-ah Kim,154400
Ryan Palmer,154400
