name,id_original
Jeff Lieberman,9976
Dejan Georgevich,9976
Hans Weingartner,276
Matthias Schellenberg,276
Daniela Knapp,276
Robert Wise,28000
Miklós Rózsa,28000
Hank Moonjean,28000
Joseph Ruttenberg,28000
Johnny Green,28000
Arthur J. Ornitz,38731
Paul Mazursky,38731
John Cromwell,25876
George E. Diskant,25876
James E. Casey,25876
Fred Zinnemann,93775
Claudio Fäh,25426
Christopher Kulikowski,38046
Roger Nygard,24703
Bruce Campbell,2151
David Worth,2151
Joseph F. Biroc,42491
Robert Aldrich,42491
Lucien Ballard,102841
Joan Rivers,102841
Jan Troell,42488
Jan Troell,42488
Sol Polito,120747
Irving Rapper,120747
Tony Gaudio,26323
Archie Mayo,26323
Bill Butler,12574
Henry Winkler,12574
Elliot Davis,115565
Alan Rudolph,115565
Vincente Minnelli,22968
John Alton,22968
Peter Yates,31901
Keva Rosenfeld,50536
Dick Maas,15719
Damian Harris,28455
James H. Anderson,15938
J. Roy Hunt,15938
William A. Seiter,15938
Richard Greenberg,2095
John Newby,2095
Paolo Virzì,18503
Mario Monicelli,20914
Leonard Smith,22553
Edward Buzzell,22553
Bruce Surtees,26762
John Flynn,26762
William McGarry,26762
Mick Davis,34308
Joseph Ruttenberg,43809
Norman Taurog,43809
Oliver T. Marsh,43809
John S. Detlie,43809
Martin Langer,11588
Roland Suso Richter,11588
Steven Spielberg,74
Janusz Kamiński,74
Tony Fanning,74
Adam Somner,74
Christian Alzmann,74
Michael Auszura,74
Donald McAlpine,16659
Gillian Armstrong,16659
Yoshimitsu Banno,39464
Yôichi Manoda,39464
Ronald Neame,28270
Clifford Stine,28270
Billy Williams,4889
Ken Russell,4889
Teddy Mason,4889
Luc Jacquet,1667
Laurent Chalet,1667
Jérôme Maison,1667
Jérôme Maison,1667
Caroline Champetier,78293
Benoît Jacquot,78293
Joan de Camaret,78293
Alan Wade,100196
Brian Flemming,13014
Kent L. Wakeford,18257
Robert Clouse,18257
Glen MacPherson,7233
Steve Carr,7233
Shemi Zarhin,78344
Ennio Guarnieri,73376
Andrei Konchalovsky,73376
Affonso Beato,9009
Walter Salles,9009
Jacques Audiard,1553
Stéphane Fontaine,1553
Shepherd Frankel,9738
Oliver Wood,9738
Tim Story,9738
Mira Caveno,9738
Lee Cleary,9738
Richard Roles,9738
Henry Alex Rubin,14278
Dana Adam Shapiro,14278
Ingmar Bergman,55650
Stefan Eriksson,55650
Jesper Holmström,55650
Per-Olof Lantto,55650
Sofi Stridh,55650
Raymond Wemmenlöv,55650
David M. Dunlap,125360
Bob Gosse,125360
Julio Macat,9522
David Dobkin,9522
Clark Mathis,14922
Don Roos,14922
Charles F. Wheeler,77593
Don Chaffey,77593
Robert Wise,17599
Robert Surtees,17599
Lee Grant,28706
John Paragon,48232
Merritt B. Gerstad,26654
Curtis Bernhardt,26654
Cédric Klapisch,1826
Law Chi,54858
Roberto Rossellini,43100
Ruggero Deodato,43100
Carlo Carlini,43100
Tinto Brass,43100
Philippe Arthuys,43100
Curtiss Clayton,36484
Cornel Wilde,21886
Douglas Sirk,84079
Russell Harlan,43367
Howard Hawks,43367
Yang Yun-ho,21115
Jan Jakub Kolski,36401
Konrad Niewolski,38530
Giacomo Battiato,38516
Cédric Klapisch,14646
Craig Brewer,10476
Amy Vincent,10476
Richard Stanley,11309
Steven Chivers,11309
Sidney J. Furie,34012
Karl Struss,21366
Norman Foster,21366
David M. Dunlap,31063
Alex De Rakoff,31063
Andrew Bujalski,33693
Michael Bay,1635
Mauro Fiore,1635
David Sandefur,1635
Richard Linklater,13341
Rob Zombie,1696
Phil Parmet,1696
Gus Van Sant,1665
Harris Savides,1665
Achero Mañas,9775
Juan Carlos Gómez,9775
Shelly Johnson,11459
Mike Mitchell,11459
Dean Semler,10048
Rob Cohen,10048
Jim Millett,10048
P.J. Voeten,10048
Dwayne McClintock,10048
John Bailey,11648
Gary David Goldberg,11648
Paul Provenza,15258
Bud Yorkin,123049
Kenneth Higgins,42719
Silvio Narizzano,42719
Nora Ephron,41776
Ken Russell,72899
Leon Shamroy,57866
Harlan Thompson,57866
Martin Walz,10542
Alexander Honisch,10542
Tassos Boulmetis,12497
Takis Zervoulakos,12497
Richard Stanley,5237
Steven Chivers,5237
Ahn Byeong-ki,32242
Sheldon Lettich,37632
Joss Whedon,16320
Gregory Greene,19112
Bruce Weber,37640
Ramesh Sippy,12259
Dwarka Divecha,12259
A.R. Balan,12259
Kishen Bishen,12259
Khalish Lucknavi,12259
Sharad Palekar,12259
D.R. Thakkar,12259
Jim Jarmusch,308
Frederick Elmes,308
Jackie Chan,25074
Hur Jin-Ho  ,26935
Anil Mehta,5319
Sanjay Leela Bhansali,5319
Orry-Kelly,27449
Alfred E. Green,27449
James Van Trees,27449
Stuart Heisler,85783
George Pollock,39946
Desmond Dickinson,39946
Anthony Asquith,39946
Henry Hathaway,54139
Eric Alan Edwards,26579
Asia Argento,26579
Ki-hyeong Park,40254
Brett Leonard,18882
Steve Arnold,18882
Desmond Dickinson,42689
Jim O'Connolly,42689
Lawrence Sher,6519
Jay Chandrasekhar,6519
Artist W. Robinson,6519
Arie Posin,13919
Jonathan Jakubowicz,25956
Phil Morrison,1444
Marc Felperlaan,11453
Mike Bigelow,11453
Mark Anthony Little,11453
Iain Softley,9913
Daniel Mindel,9913
Jann Engel,9913
Phil Pastuhov,9913
Gary Marcus,9913
John Singleton,8292
Peter Menzies Jr.,8292
Peter Menzies Jr.,13922
John Dahl,13922
Mark Turnbull,13922
Bill Booth,13922
Tim Hughes,13922
Mandi Bialek-Wester,13922
Guy Campbell,13922
Nick McKinnon,13922
David Mackenzie,24461
Marcos Siega,14166
Werner Herzog,501
Peter Zeitlinger,501
Ermanno Olmi,31542
Ermanno Olmi,31542
David Yates,28201
Tony Piccirillo,18165
Michael Ritchie,27292
Gene Polito,27292
William C. Mellor,57103
Jean Negulesco,57103
William E. Snyder,37204
James Neilson,37204
Edward Bernds,41279
Charles J. Rice,41279
Herb Wallerstein,41279
Jack Starrett,32051
Robert C. Jessup,32051
Ki-hyeong Park,37284
Hyeon-je Oh,37284
Sebastian Gutierrez,37254
Dick Lowry,18976
Jean-Pierre Melville,42741
Jeff Renfroe,17110
Christopher Soos,17110
Marteinn Þórsson,17110
Brian Herzlinger,25975
Jon Gunn,25975
Brett Winn,25975
George Bowers,17824
Morten Søborg,11328
Nicolas Winding Refn,11328
Mark Sandrich,108348
Carroll Ballard,15907
Nicholas Ray,68850
Christian Ferry,68850
Michel Kelber,68850
Édouard Luntz,68850
John Daly,46825
Ziad Doueiri,46825
William Nigh,22965
John Halas,11848
Joy Batchelor,11848
Sid Griffiths,11848
J. Gurr,11848
William Traylor,11848
Roy Turk,11848
Michaël Weill,34921
Rusty Sachs,34921
Jordan Brady,37270
Baltasar Kormákur,27217
Marc Reshovsky,25199
Dorian Walker,25199
Edward Woehler,53857
George J. Folsey,53857
Dorothy Arzner,53857
George Fitzmaurice,53857
Richard Boleslawski,53857
Petri Kotwica,306323
Martin Campbell,52660
Alexander Gruszynski,52660
Stanley Donen,85420
John Alton,43313
Daniel Mann,43313
Andreas Höfer,12147
Almut Getto,12147
Sanjay Leela Bhansali,31977
Ravi K. Chandran,31977
Judd Apatow,6957
Pierre Milon,1917
Gilles Marchand,1917
Freddie Young,79684
Michael Powell,79684
Tobe Hooper,16764
Steve Yedlin,16764
Wes Craven,11460
Robert D. Yeoman,11460
Brandon Trost,33459
Robert Hall,33459
Ernest Haller,14674
Anthony Mann,14674
Farah Khan,14134
Aditya Chopra,19404
Jatin Pandit,19404
Lalit Pandit,19404
Mohammed Kasim,19404
Gavin Millar,42034
Tova Magnusson,35304
Anders Bohman,35304
Henry Koster,94529
Michael Haneke,445
Christian Berger,445
Agustín Díaz Yanes,74840
Tony Pierce-Roberts,9564
Claude Zidi,9564
Oswald Morris,102081
Carol Reed,102081
Anders Rønnow Klarlund,21290
Pavel Lebeshev,20874
Georgiy Daneliya,20874
Sergei Khramtsov,20874
Peter Chan,37185
Steve Boyum,17186
Gary Chapman,14175
Terry Gilliam,4442
Keith Pain,4442
Newton Thomas Sigel,4442
Mishka Cheyko,4442
Dominique Arcadio,4442
Charles Vidor,59882
William Nigh,22741
Arthur Reed,22741
Lucrecia Martel,44413
Félix Monti,44413
Robin Campillo,65513
Jeanne Lapoirie,65513
Michael Showalter,13169
Bruce Hunt,9042
Ross Emery,9042
Meiert Avis,17926
David Kendall,15022
Fernando Meirelles,1985
César Charlone,1985
Chris Lowe,1985
Coralie Lew,1985
Louis Leterrier,9335
Mitchell Amundsen,9335
Mehdi Sayah,9335
Fabrice Bismuth,9335
Kerry Asmussen,56214
Konda Mason,56214
Mark Waters,9007
Daryn Okada,9007
Benjamin Rosenberg,9007
John Madden,9777
Charmian Adams,9777
Alwin H. Kuchler,9777
Andrew Niccol,1830
Amir Mokri,1830
Jim Gillespie,7182
Steve Mason,7182
Jeff Wadlow,10092
Romeo Tirone,10092
Liev Schreiber,340
Matthew Libatique,340
Jakub Dvorak,340
Mike Mills,1546
Joaquín Baca-Asay,1546
Raymond De Felitta,23703
Paul Etheredge,47488
Christopher Scott Cherot,15155
Henry King,78734
Robert D. Webb,78734
J. Peverell Marley,78734
Henry Hathaway,51277
Harry Fischbeck,51277
Mika Kaurismäki,61675
Charles Sturridge,59704
Pete Michels,65215
Ed Bowes,36832
Lizzie Borden,36832
Al Santana,36832
David Gurfinkel,17386
Sam Firstenberg,17386
Eric Guichard,16374
Raoul Peck,16374
Mark Illsley,14759
Alan Rafkin,121043
Jackie Chan,10753
Yao-cho Chang,10753
Marcel Carné,27053
Ernest Haller,30230
A. Edward Sutherland,30230
Benny Chan,11636
Anthony Pun,11636
Michael Powell,44407
Monty Berman,44407
Ernest Palmer,44407
Skeets Kelly,44407
Karl Freund,43529
Nicholas Musuraca,43529
Rouben Mamoulian,43529
Morris Stoloff,43529
Gene Anderson,43529
Leonard Smith,22575
Edward Buzzell,22575
Eugene Jarecki,14286
Sergio Corbucci,61044
Alejandro Ulloa,61044
Lucien Ballard,1676
Tom Gries,1676
Tony Palmer,27645
Frank Zappa,27645
Carl Theodor Dreyer,34181
Henning Bendtsen,34181
Arne Abrahamsen,34181
Tadashi Nishimoto,26259
King Hu,26259
Robert De Grasse,77744
Sam Wood,77744
Argyle Nelson,77744
Tony Pierce-Roberts,8814
Peter Francis,8814
Andrzej Bartkowiak,8814
Charles Leatherland,8814
Tony Scott,9923
Daniel Mindel,9923
Matthew Irving,7553
Rob McKittrick,7553
Stuart Dryburgh,8202
Karyn Kusama,8202
William Lubtchansky,3118
Alain Jessua,3118
Dietrich Lohmann,2125
Lewis Teague,2125
Lasse Hallström,1947
Oliver Stapleton,1947
Adam Kane,9074
Les Mayfield,9074
Gen Sekiguchi,16133
Werner Herzog,10319
Jörg Schmidt-Reitwein,10319
Henry Sharp,28001
Norman Z. McLeod,28001
Edward Montagne,28001
Josef Fares,49220
Craig Ross Jr.,17584
David M. Walsh,42168
Robert Moore,42168
Richard Jobson,29656
Tom Stern,8643
Scott Derrickson,8643
Kendelle Elliott,8643
Florian Ballhaus,9315
Robert Schwentke,9315
Tim Burton,3933
Pete Kozachik,3933
Mike Johnson,3933
Lexi Alexander,8923
Alexander Buono,8923
David Cronenberg,59
Peter Suschitzky,59
Roman Polanski,257
Pawel Edelman,257
Bill Paxton,15487
Bennett Miller,398
Adam Kimmel,398
H. C. Potter,18651
Sidney Lumet,30941
Arthur J. Ornitz,30941
Panna Rittikrai,10254
Surachet Thongmee,10254
Tetsuya Nomura,647
Takeshi Nozue,647
Olivier Ducastel,349
Jacques Martineau,349
Matthieu Poirot-Delpech,349
Malcolm D. Lee,14544
Katrina Holden Bronson,20668
John Stockwell,11968
Shane Hurlbut,11968
Peter Zuccarini,11968
Jane Anderson,27176
Jonathan Freeman,27176
Dave McKean,14517
Michael Gilio,88286
Benoît Debie,33623
Lucile Hadzihalilovic,33623
Ilya Khrzhanovsky,31227
Alan Brown,120515
Frank A. Cappello,36909
Richard Clabaugh,36909
Roberto Rossellini,56518
Otello Martelli,56518
Brunello Rondi,56518
Marcella Laurino,56518
William Butler,17209
Virgil Nicolaescu,17209
Theodor Halacu-Nicon,17209
Tora Dragomir,17209
Laurent Dailland,10087
Régis Wargnier,10087
Konstantin Irmen-Tschet,11627
Werner Krien,11627
Josef von Báky,11627
Lars von Trier,34870
Nick Park,533
Steve Box,533
Marnie Paxton,533
Tsui Hark,10703
Kwok-Man Keung,10703
Shane Black,5236
Michael Barrett,5236
Jae-yeon Yun,32237
Kim Ji Yong ,11344
Kim Jee-woon,11344
Christopher Doyle,9060
Fruit Chan,9060
Krzysztof Kieślowski,31056
Ernest Haller,43807
Anatole Litvak,43807
Irving Rapper,43807
Sherry Shourds,43807
Steven Soderbergh,14788
Steven Soderbergh,14788
Sturla Gunnarsson,5471
Jan Kiesser,5471
Martin Scorsese,19082
Jan Curík,46315
Jaromil Jireš,46315
Giuseppe Tornatore,45799
John F. Seitz,36498
Preston Sturges,36498
Danny Cannon,9763
Michael Barrett,9763
Ira Sachs,30082
Julian Whatley,30082
Thomas Riedelsheimer,56475
Thomas Riedelsheimer,56475
Mike Nichols,24019
Stephen Goldblatt,24019
Jessica Sharzer,15058
Reed Smoot,10017
Mike Marvin,10017
Bent Hamer,10475
John Christian Rosenlund,10475
Dusan Makavejev,1559
Pierre Lhomme,1559
Jack Sholder,20674
Wim Wenders,3527
Franz Lustig,3527
Hal Mohr,27974
William Keighley,27974
Curtis Hanson,11931
Terry Stacey,11931
Klaus Härö,32990
Teresa Fabik,17010
Nicholas Ray,27759
Jack Hildyard,27759
Guy Green,27759
Matthew Leutwyler,21838
David Scardina,21838
John Simpson,12612
Mark Garret,12612
Peter Watkins,26513
George Marshall,43110
Robert J. Bronner,43110
Noah Baumbach,10707
Robert D. Yeoman,10707
Conrad W. Hall,9910
D.J. Caruso,9910
Julian Fellowes,38583
Filippa Freijd,77468
Martin Jern,77468
Emil Larsson,77468
Henrik Norrthon,77468
Timo Vuorensola,15493
Charles G. Clarke,53864
William K. Howard,53864
Horace Hough,53864
Rodrigo Prieto,142
Ang Lee,142
Daniel B. Gold,56778
Judith Helfand,56778
John Toll,9621
Cameron Crowe,9621
Chris Menges,9701
Niki Caro,9701
Dariush Mehrjui,45899
George Clooney,3291
Robert Elswit,3291
Melvin Frank,34662
Fred Murphy,12920
John Gatins,12920
Ermanno Olmi,56798
Fabio Olmi,56798
William Wyler,20853
Lee Garmes,20853
Leon Becker,20853
Benoît Delhomme,16608
John Hillcoat,16608
Rob Hardy,25517
Mark Milgard,16430
Kevin Willmott,24408
Rupert Wainwright,791
Nathan Hope,791
Tim Kirkman,19965
Craig R. Baxley,38828
Marc Levin,33241
Denis Maloney,53935
Amanda Goodwin,53935
Peter Suschitzky,2610
Anand Tucker,2610
Josh Stolberg,21246
Paul Sarossy,9729
Atom Egoyan,9729
David M. Evans,15276
John B. Aronson,15276
Lisa Lax,191599
Nancy Stern,191599
Marc Forster,8066
Roberto Schaefer,8066
Stefan C. Schaefer,18428
Martin Campbell,1656
Phil Meheux,1656
Doron Eran,182097
Greg Whiteley,41566
Gore Verbinski,6963
Phedon Papamichael,6963
David A. Armstrong,215
Darren Lynn Bousman,215
Ben Younger,2313
William Rexer,2313
Akira Kurosawa,45967
Asakazu Nakai,45967
Joseph MacDonald,37124
Frank Tashlin,37124
Sergio Castellitto,16729
Pirjo Honkasalo,178469
Phil Roman,31718
Bill Melendez,31718
Bille August,226594
Jörgen Persson,226594
Sergio Leone,10915
Giuseppe Ruzzolini,10915
Damiano Damiani,10915
Giuseppe Ruzzolini,5335
Pier Paolo Pasolini,5335
Rowan Woods,9993
Danny Ruhlmann,9993
Victor J. Kemper,8274
Steve Rash,8274
Franz Planer,25918
Mark Robson,25918
Ivan Volkman,25918
Jean Rollin,29111
Renan Pollès,29111
Emir Kusturica,20128
Harold Rosson,26845
W.S. Van Dyke,26845
Clyde De Vinna,26845
Arthur Rose,26845
Cedric Gibbons,18994
Charles G. Clarke,18994
Clyde De Vinna,18994
Russell Metty,12617
David Miller,12617
Chris Nahon,10799
Michel Abramowicz,10799
Takashi Miike,42000
Federico Fellini,36102
David Watkin,3554
Berry Gordy,3554
Tony Richardson,3554
Ole Christian Madsen,14897
Lars von Trier,1951
Anthony Dod Mantle,1951
Walter Lang,68013
Ernest Palmer,68013
Rodrigo García,16022
Charlie Lieberman,23196
Stephen Milburn Anderson,23196
Harry Stradling Jr.,25763
Jack Smight,25763
Mark Robson,35580
François Truffaut,259
Néstor Almendros,259
Fernando Eimbcke,34207
Nanni Moretti,32117
Carl Koch,19354
Carl Koch,19354
Lotte Reiniger,19354
Herschell Gordon Lewis,28170
Allison Louise Downe,28170
Guy Ritchie,10851
Tim Maurice-Jones,10851
Tetsuro Takeuchi,16231
Marc Forster,81220
Sam Mendes,25
Roger Deakins,25
David Greene,105299
David Weaver,105299
Giddi Dar,15083
Mark Dindal,9982
Dan Cooper,9982
Tom Stern,13994
John Turturro,13994
Gustavo Loza,73473
Danny Cohen,12877
Shane Meadows,12877
Rosie Jones,12877
Walther van den Ende,11661
Christian Carion,11661
Jesús Franco,5620
Manuel Merino,5620
Luciano Trasatti,5620
Terence Fisher,23220
Jack Asher,23220
Sam Wood,43440
Peter Duffell,39261
Terence Fisher,54801
Reginald H. Wyer,54801
Michael Reed,28667
Terence Fisher,28667
Ted Voigtlander,38761
William F. Claxton,38761
Aki Kaurismäki,7974
Timo Salminen,7974
Mika Kaurismäki,60409
Noah Baumbach,44389
Steven Bernstein,44389
Declan Quinn,10060
Jim Sheridan,10060
Hideo Gosha,46917
Roger Kumble,10033
Anthony B. Richmond,10033
Stephen Gaghan,231
Robert Elswit,231
Aki Kaurismäki,59388
Bille August,41764
Jörgen Persson,41764
Aki Kaurismäki,28212
Mikael Håfström,8999
Christopher Smith,8555
Danny Cohen,8555
Max Keene,8555
Roman Osin,4348
Joe Wright,4348
Ian Bailie,4348
Matthew Irving,47540
Stu Pollard,47540
Francis Kenny,10064
David J. Burke,10064
John Thomas,125300
Roger Hedden,125300
Greg McLean,9885
Will Gibson,9885
Neil Marshall,9392
Sam McCurdy,9392
Ingmar Bergman,47473
Gunnar Fischer,47473
Takeshi Kitano,20347
Katsumi Yanagijima,20347
Joseph F. Biroc,14837
Samuel Fuller,14837
Roger Pratt,674
Mike Newell,674
Roger Deakins,24625
Norman Jewison,24625
James Mangold,69
Phedon Papamichael,69
Nicholas Mastandrea,69
John R. Saunders,69
Stephen P. Dunn,69
Rosemary C. Cremona,69
Chris Columbus,1833
Haruo Tanaka,44163
Yasujirō Ozu,44163
Hideo Shigehara,44163
Kazuo Ishikawa,44163
Gen Kenkichi,44163
Hamao Negishi,44163
Marco Bellocchio,65045
Marco Bellocchio,46591
Guillermo Navarro,6795
David F. Klassen,6795
Jon Favreau,6795
Pierre Mignot,11421
Jean-Marc Vallée,11421
Steve Buscemi,7301
Roy Rowland,108843
Liam Lynch,16156
Scott McGehee,24618
Declan Quinn,1420
Neil Jordan,1420
Harold Ramis,9005
Alar Kivilo,9005
Raja Gosnell,13499
Ron Underwood,17952
Laurence Dunmore,7548
Alexander Melman,7548
Kemp Curly,20436
Kevin Harrison,20436
Jack Hildyard,7010
Andrew V. McLaglen,7010
Robert Burks,6529
Archie Stout,6529
John Farrow,6529
Vittorio Storaro,20345
Dario Argento,20345
Bruno Nicolai,20345
Roberto Pariante,20345
Mike Barker,15184
Seijun Suzuki,86666
Shigeyoshi Mine,86666
Masami Kuzû,86666
Pantelis Voulgaris,24223
Freddie Francis,3124
John Wilcox,3124
Pierre-William Glenn,8425
Bertrand Tavernier,8425
Francis Palluau,44710
Walter Hill,2153
Philip H. Lathrop,2153
Jonathan Nossiter,48121
Martin Ritt,42489
Woody Allen,116
Remi Adefarasin,116
Christopher Newman,116
Luis Buñuel,35124
Gabriel Figueroa,35124
Ignacio Villareal,35124
Charles Rosher,43176
George J. Folsey,43176
Vincente Minnelli,43176
Lemuel Ayers,43176
Ray June,43176
George Sidney,43176
Charles Walters,43176
Roy Del Ruth,43176
Robert Lewis,43176
Merrill Pye,43176
Lou Bunin,43176
Jack Greenwood,43176
Al Shenberg,43176
Arvid Griffin,43176
Russ Meyer,5741
Russ Meyer,5741
Peter Yates,20416
Christopher Challis,20416
Craig Lucas,41189
Jessica Sanders,19215
Harry Stradling Sr.,84090
Pen Tennyson,84090
King Vidor,84090
Jim Hanon,61340
Ray June,253250
Edward Sedgwick,253250
Hany Abu-Assad,67
Antoine Héberlé,67
Penelope Spheeris,64972
Donald McAlpine,411
Andrew Adamson,411
Peter Jackson,254
Andrew Lesnie,254
Dan Hennah,254
Dion Beebe,1904
Rob Marshall,1904
Thomas Bezucha,9043
Jonathan Brown,9043
Peter Pau,2008
Chen Kaige,2008
Henry Hathaway,21454
Hy Averback,42687
Josep Maria Domènech,27915
Carles Bosch,27915
Barbara Kopple,14695
Kazuo Yamada,27031
Masaki Kobayashi,27031
Markku Pölönen,55396
Mehboob Khan,917
Faredoon A. Irani,917
Guy Maddin,17595
Andrzej Wajda,43322
Jerzy Lipman,43322
Sergei M. Eisenstein,43118
Eduard Tisse,43118
Andrei Moskvin,43118
Dick Maas,19058
Marc Felperlaan,19058
Kathryn Bigelow,36826
Monty Montgomery,36826
Shane Meadows,22908
Bruno Barreto,42234
David Tattersall,9515
Richard Shepard,9515
Sarah Watt,16151
Ray Argall,16151
Robert Greenwald,29595
Kristy Tully,29595
Michael Slovis,9721
Simon Fellows,9721
Stephen H. Burum,20858
Hal Ashby,20858
Robert Burks,35896
King Vidor,35896
Al Alleborn,35896
Charles Lang,80316
Mark Robson,80316
Petter Næss,23478
Svein Krøvel,23478
Joseph F. Biroc,92272
Don Medford,92272
Vilmos Zsigmond,84847
Mark Rydell,84847
Lloyd Bacon,43812
Takeshi Kitano,23606
Katsumi Yanagijima,23606
Kim Ki-duk,2777
Kim Ki-duk,25651
Ahn Sang-hyeon,25651
Heo Seong-wook,25651
Hong Mi-sook,25651
Kim Ki-duk,25650
Claude Renoir,8290
Gérard Oury,8290
Serge Vallin,8290
Gérard Guérin,8290
Lucile Costa,8290
Raoul Walsh,17382
Tommy Lee Jones,8053
Chris Menges,8053
Mary Saisselin,8053
Joseph L. Mankiewicz,20003
Charles Walters,43350
Ulf Malmros,11466
Mats Olofson,11466
Anders Nilsson,21040
Fabián Bielinsky,13653
Edward Colman,36775
Burnett Guffey,36775
Henry Levin,36775
Enzo Serafin,56373
Tonino Valerii,56373
Steven Spielberg,612
Janusz Kamiński,612
Charles Minsky,9899
John Bailey,9899
Susan Stroman,9899
Duncan Tucker,546
Stephen Kazmierski,546
Rob Reiner,2800
Peter Deming,2800
Peter James,9641
Adam Shankman,9641
Troy Sizemore,7552
Jerzy Zielinski,7552
Dean Parisot,7552
Mark Irwin,9927
Barry W. Blaustein,9927
Lasse Hallström,9681
Oliver Stapleton,9681
Stephen Frears,10773
Andrew Dunn,10773
Christopher Doyle,18840
James Ivory,18840
George Every,18840
John Asher,18189
Víctor Erice,4495
Luis Cuadrado,4495
Mahamat-Saleh Haroun,22014
Jacek Petrycki,18614
Ryszard Bugajski,18614
Jeff Margolis,22975
Alan Almond,10597
Ed Bye,10597
Josef Illík,88953
Karel Kachyňa,88953
Andrés Waissbluth,10809
John Lasseter,13925
Niall Johnson,9687
Gavin Finney,9687
Amol Palekar,33081
Jack Gold,20546
Chris O'Dell,20546
Yasujirō Ozu,20530
Yûharu Atsuta,20530
Brian Yuzna,9568
Levie Isaacks,9568
George Cukor,43899
Douglas Shearer,43899
Fernando León de Aranoa,107667
Ian Fordyce,18809
Mick Jackson,17835
Ariel Zeitoun,6935
Julien Seri,6935
Philippe Piffeteau,6935
Michael Landon Jr.,20641
Robert Manganelli,154105
Phedon Papamichael,66192
Jim Wheat,66192
Ken Wheat,66192
Emmanuel Lubezki,11400
Terrence Malick,11400
Makoto Shinkai,37910
Milton Katselas,90967
Peter Godfrey,13669
Carl E. Guthrie,13669
Irving Pichel,60566
J. Roy Hunt,60566
Lansing C. Holden,60566
Henry Cornelius,30095
Lionel Banes,30095
Gordon Scott,30095
Alexander Mackendrick,16665
Gerald Gibbs,16665
Harry Kratz,16665
Charles Frend,63395
William Keighley,43355
George Pal,14241
Kihachi Okamoto,79406
Ján Kadár,92285
Paul Van der Linden,92285
Ettore Scola,42269
Heidi Ewing,38785
Rachel Grady,38785
Karl Freund,55544
F.W. Murnau,55544
Park Chan-wook,4550
Chung Chung-hoon,4550
Olaf Lubaszenko,36380
Juliusz Machulski,68646
David Caffrey,16433
Matthew Jensen,30669
Joel Viertel,30669
Tay Garnett,78315
John Bailey,44345
Wendy Apple,44345
Michael Anderson,46041
Michael Powell,21735
Darrell James Roodt,6934
Michael Brierley,6934
Harry Stradling Sr.,174865
Arthur Hiller,174865
Matthew Bright,34081
Pierre Morel,10045
Manuel Teran,10045
Uwe Boll,168705
Eli Roth,1690
Milan Chadima,1690
Mark Irwin,9900
Nicholaus Goossen,9900
Artur Reinhart,9044
Kevin Reynolds,9044
Robert Huberman,9044
Jeffrey L. Kimball,9918
John Toon,9918
James Gartner,9918
Wayne Wang,17379
Jakub Dvorak,17379
Cory Edwards,10982
Todd Edwards,10982
Tony Leech,10982
Trish Doolan,25608
Len Wiseman,834
Simon Duggan,834
Albert Brooks,25890
Thomas E. Ackerman,25890
Sean McNamara,39345
Geoffrey Unsworth,44940
Cy Endfield,44940
Sergei Parajanov,26782
Frank Darabont,37865
Kiyoshi Kurosawa,27742
King Vidor,72856
Gordon Avil,72856
Gilbert Taylor,4772
Roman Polanski,4772
Zhang Yimou,14226
Zhao Xiaoding,14226
Yasuo Furuhata,14226
François Truffaut,2455
Néstor Almendros,2455
Bernard Lutic,12701
Hugh Hudson,12701
Jackie Chan,21519
Edward Woehler,27622
George Cukor,27622
Robert H. Planck,27622
Marvin Stuart,27622
Michael Anderson,43626
Tim Orr,16553
Mark Levin,16553
Kim Ki-duk,25652
Jean Renoir,45802
Jean Bachelet,45802
Fédote Bourgasoff,45802
Juliusz Machulski,39788
Benoît Debie,12517
Fabrice Du Welz,12517
Daniel Haller,65891
Val Guest,24580
Walter J. Harvey,24580
John Hollingsworth,24580
Bill Shore,24580
Rick Bota,11246
John Drake,11246
Charles Lang,49683
Robert Mulligan,49683
Noriaki Yuasa,52728
Akira Uehara,52728
Jonathan Kaplan,23957
Boris Khlebnikov,49653
Aleksei Popogrebsky,49653
Roger Corman,27344
Frederick E. West,27344
J.S. Cardone,7295
Darko Suvak,7295
Damián Szifrón,78237
Carlos Sorin,29952
Takashi Miike,28638
Hideo Yamamoto,28638
Breck Eisner,14942
Giles Nuttgens,7509
Deepa Mehta,7509
Allan Arkush,24269
Marc Rothemund,2117
Martin Langer,2117
George W. Hill,47250
Harold Wenstrom,47250
Harry Sharrock,47250
Ere Kokkonen,36768
Aleksi Mäkelä,29040
Roger Donaldson,9912
David Gribble,9912
Wong Kar-wai,24163
Joachim Rønning,1969
Espen Sandberg,1969
Chris Menges,31858
Alan Clarke,31858
Michael Winterbottom,8435
Marcel Zyskind,8435
Frank Capra,34187
Joseph Walker,34187
Charles C. Coleman,34187
Néstor Almendros,12116
Éric Rohmer,12116
Richard Schickel,53367
Daniel MacIvor,38349
Kazuyoshi Okuyama,124484
Rintaro Mayuzumi,124484
John Gray,45759
Jean-François Robin,11183
Patrice Leconte,11183
Justin Lin,13275
Mark Irwin,11565
John Whitesell,11565
Henry Braham,11283
Kirk Jones,11283
Robert Ellis Miller,97936
Amanda Micheli,19416
John Fawcett,17
Edmund Butt,17
Christian Sebaldt,17
Andrew Grant,17
Ray Milland,27568
Frank Capra,27629
George Barnes,27629
